1	first
loo	loos
loofah	loofahs
look	looked
look	looking
look	looks
lookalike	lookalikes
look-alike	look-alikes
looker	lookers
looker-on	lookers-on
looking-glass	looking-glasses
lookout	lookouts
look-out	look-outs
lookup	lookups
look-up	look-ups
loom	loomed
loom	looming
loom	looms
loon	loons
loony	loonier
loony	loonies
loony	looniest
loop	looped
loop	looping
loop	loops
loophole	loopholes
loopy	loopier
loose	loosed
loose	looser
loose	looses
loose	loosest
loose	loosing
loosen	loosened
loosen	loosening
loosen	loosens
loosening	loosenings
loot	looted
loot	looting
loot	loots
looter	looters
lop	lopped
lop	lopping
lop	lops
lope	loped
lope	lopes
lope	loping
lor	lors
lord	lorded
lord	lording
lord	lords
lordly	lordlier
lordly	lordliest
Lordship	Lordships
lorgnette	lorgnettes
lorica	loricae
lorry	lorries
lose	loses
lose	losing
lose	lost
loser	losers
loss	losses
lot	lots
lotion	lotions
lottery	lotteries
lotto	lottos
lotus	lotuses
lotus-eater	lotus-eaters
loud	louder
loud	loudest
loudhailer	loudhailers
loudmouth	loudmouths
loudness	loudnesses
loudspeaker	loudspeakers
lough	loughs
lounge	lounged
lounge	lounges
lounge	lounging
loupe	loupes
louse	lice
louse	loused
louse	louses
louse	lousing
lousy	lousier
lousy	lousiest
lout	louts
louver	louvers
louvre	louvres
lovastatin	lovastatins
love	loved
love	loves
love	loving
love-affair	love-affairs
lovebird	lovebirds
lovely	lovelier
lovely	lovelies
lovely	loveliest
lover	lovers
lovesong	lovesongs
low	lowed
low	lower
low	lowest
low	lowing
low	lows
lowdown	lowdowns
low-down	low-downs
lower	lowered
lower	lowering
lower	lowers
low-fat	lower-fat
lowland	lowlands
lowly	lowlier
lowly	lowliest
low-priced	lower-priced
low-priced	lowest-priced
low-risk	lower-risk
loyal	loyaller
loyalist	loyalists
loyalty	loyalties
lozenge	lozenges
LP	LPs
L-plate	L-plates
lube	lubes
lubricant	lubricants
lubricate	lubricated
lubricate	lubricates
lubricate	lubricating
lubrication	lubrications
lubricator	lubricators
lubricity	lubricities
luciferase	luciferases
luck	lucked
luck	lucking
luck	lucks
lucky	luckier
lucky	luckiest
Luddite	Luddites
luff	luffs
lug	lugged
lug	lugging
lug	lugs
lughole	lugholes
lugworm	lugworms
lull	lulled
lull	lulling
lull	lulls
lullaby	lullabies
lumber	lumbered
lumber	lumbering
lumber	lumbers
lumberjack	lumberjacks
lumberyard	lumberyards
lumen	lumens
lumen	lumina
luminance	luminances
luminary	luminaries
luminosity	luminosities
lump	lumped
lump	lumping
lump	lumps
lumpy	lumpier
lumpy	lumpiest
luna	lunas
lunacy	lunacies
lunatic	lunatics
lunation	lunations
lunch	lunched
lunch	lunches
lunch	lunching
luncheon	luncheons
lunchtime	lunchtimes
lunette	lunettes
lung	lungs
lunge	lunged
lunge	lunges
lunge	lunging
lungworm	lungworms
lupin	lupins
lurch	lurched
lurch	lurches
lurch	lurching
lurcher	lurchers
lure	lured
lure	lures
lure	luring
lurk	lurked
lurk	lurking
lurk	lurks
lurker	lurkers
lush	lusher
lush	lushest
lust	lusted
lust	lusting
lust	lusts
luster	lusters
lustre	lustres
lusty	lustier
lusty	lustiest
lute	lutes
luteinize	luteinized
luteinize	luteinizes
luteinize	luteinizing
lutheran	lutherans
lux	luxes
luxe	luxes
luxuriate	luxuriated
luxuriate	luxuriates
luxuriate	luxuriating
luxury	luxuries
LV	LV's
ly	lys
lychee	lychees
lychgate	lychgates
lye	lyes
lymph	lymphs
lymphadenectomy	lymphadenectomies
lymphadenopathy	lymphadenopathies
lymphatic	lymphatics
lymphocyte	lymphocytes
lymphoedema	lymphoedemas
lymphoma	lymphomas
lymphoma	lymphomata
lynch	lynched
lynch	lynches
lynch	lynching
lynch	lynchs
lynchpin	lynchpins
lynx	lynxes
lyra	lyrae
lyra	lyras
lyre	lyres
lyric	lyrics
lyricist	lyricists
lyse	lysed
lyse	lyses
lyse	lysing
lysimeter	lysimeters
lysine	lysines
lysis	lyses
lysosome	lysosomes
lysozyme	lysozymes
ma	mas
mac	macs
macadamia	macadamias
macaque	macaques
macaroon	macaroons
macaw	macaws
mace	maces
macerate	macerated
macerate	macerates
macerate	macerating
maceration	macerations
mach	machs
machete	machetes
machination	machinations
machine	machined
machine	machines
machine	machining
machine-gun	machine-guns
machinery	machineries
machinist	machinists
macho	machos
macintosh	macintoshes
mackerel	mackerels
mackintosh	mackintoshes
macro	macros
macrocosm	macrocosms
macrocycle	macrocycles
macrofossil	macrofossils
macroinvertebrate	macroinvertebrates
macro-level	macro-levels
macrolide	macrolides
macromolecule	macromolecules
macronutrient	macronutrients
macrophage	macrophages
macrophyte	macrophytes
macula	maculae
macula	maculas
mad	madder
mad	maddest
madam	madams
madden	maddened
madden	maddening
madden	maddens
madder	madders
madeira	madeiras
madhouse	madhouses
madman	madmen
madness	madnesses
Madonna	Madonnas
madrigal	madrigals
madwoman	madwomen
maelstrom	maelstroms
maestro	maestri
maestro	maestros
mafia	mafias
mag	mags
magazine	magazines
mage	mages
magenta	magentas
maggot	maggots
magic	magicked
magic	magicking
magic	magics
magician	magicians
magisterium	magisteria
magisterium	magisteriums
magistracy	magistracies
magistrate	magistrates
magma	magmas
magnate	magnates
magnesium	magnesiums
magnet	magnets
magnetisation	magnetisations
magnetise	magnetised
magnetise	magnetises
magnetise	magnetising
magnetite	magnetites
magnetization	magnetizations
magnetize	magnetized
magnetize	magnetizes
magnetize	magnetizing
magneto	magnetos
magnetometer	magnetometers
magnetosphere	magnetospheres
magnetron	magnetrons
magnification	magnifications
magnifier	magnifiers
magnify	magnified
magnify	magnifies
magnify	magnifying
magnitude	magnitudes
magnolia	magnolias
magnum	magnums
magpie	magpies
magus	magi
maharaja	maharajas
mah-jong	mah-jongg
mahogany	mahoganies
maid	maids
maiden	maidens
maidservant	maidservants
mail	mailed
mail	mailing
mail	mails
mailbag	mailbags
mailbox	mailboxes
mailer	mailers
mailing	mailings
mailman	mailmen
mail-order	mail-orders
maim	maimed
maim	maiming
maim	maims
main	mains
mainframe	mainframes
mainline	mainlined
mainline	mainlines
mainline	mainlining
mainspring	mainsprings
mainstay	mainstays
mainstream	mainstreamed
mainstream	mainstreaming
mainstream	mainstreams
mainstreaming	mainstreamings
maintain	maintained
maintain	maintaining
maintain	maintains
maintainer	maintainers
maisonette	maisonettes
maize	maizes
majesty	majesties
major	majored
major	majoring
major	majors
major-domo	major-domos
majorette	majorettes
major-general	major-generals
majoritarian	majoritarians
majority	majorities
make	made
make	makes
make	making
makeover	makeovers
maker	makers
makeup	makeups
make-up	make-ups
make-weight	make-weights
making	makings
mal	mals
malabsorption	malabsorptions
maladie	maladies
maladjustment	maladjustments
maladministration	maladministrations
malady	maladies
malaise	malaises
malaria	malarias
malarkey	malarkeys
malarky	malarkies
malate	malates
Malay	Malays
Malayan	Malayans
Malaysian	Malaysians
malcontent	malcontents
male	males
malefactor	malefactors
maleness	malenesses
malfeasance	malfeasances
malformation	malformations
malfunction	malfunctioned
malfunction	malfunctioning
malfunction	malfunctions
malign	maligned
malign	maligning
malign	maligns
malignancy	malignancies
malignity	malignities
malinger	malingered
malinger	malingering
malinger	malingers
malingerer	malingerers
malkin	malkins
mall	malls
mallard	mallards
malleolus	malleoli
mallet	mallets
mallow	mallows
malocclusion	malocclusions
malodour	malodours
malpractice	malpractices
malt	malted
malt	malting
malt	malts
maltodextrin	maltodextrins
maltose	maltoses
maltreat	maltreated
maltreat	maltreating
maltreat	maltreats
maltster	maltsters
mam	mams
mama	mamas
mamba	mambas
mamma	mammae
mamma	mammas
mammal	mammals
mammogram	mammograms
mammography	mammographies
mammoth	mammoths
mammy	mammies
man	manned
man	manning
man	mans
man	men
mana	manas
manacle	manacled
manacle	manacles
manacle	manacling
manage	managed
manage	manages
manage	managing
management	managements
manager	managers
manageress	manageresses
managerialist	managerialists
manatee	manatees
mand	mands
mandala	mandalas
mandarin	mandarins
mandate	mandated
mandate	mandates
mandate	mandating
mandible	mandibles
mandolin	mandolins
mandoline	mandolines
mandrake	mandrakes
mandrel	mandrels
mandrill	mandrills
mane	manes
man-eater	man-eaters
maneuver	maneuvered
maneuver	maneuvering
maneuver	maneuvers
maneuvering	maneuverings
manganese	manganeses
manganite	manganites
manger	mangers
mangle	mangled
mangle	mangles
mangle	mangling
mango	mangoes
mango	mangos
mangrove	mangroves
mangy	mangier
mangy	mangiest
manhandle	manhandled
manhandle	manhandles
manhandle	manhandling
manhole	manholes
man-hour	man-hours
manhunt	manhunts
mania	manias
maniac	maniacs
manic-depressive	manic-depressives
manicure	manicured
manicure	manicures
manicure	manicuring
manicurist	manicurists
manifest	manifested
manifest	manifesting
manifest	manifests
manifestation	manifestations
manifesto	manifestoes
manifesto	manifestos
manifold	manifolds
manikin	manikins
manila	manilas
manipulate	manipulated
manipulate	manipulates
manipulate	manipulating
manipulation	manipulations
manipulative	manipulatives
manipulator	manipulators
manly	manlier
manly	manliest
mannequin	mannequins
manner	manners
mannerism	mannerisms
mannose	mannoses
mano	manos
manoeuver	manoeuvers
manoeuvrability	manoeuvrabilities
manoeuvre	manoeuvred
manoeuvre	manoeuvres
manoeuvre	manoeuvring
manoeuvring	manoeuvrings
manometer	manometers
manor	manors
manse	manses
manservant	manservants
manservant	menservants
mansion	mansions
manslaughter	manslaughters
mantel	mantels
mantelpiece	mantelpieces
mantelshelf	mantelshelves
mantid	mantids
mantis	mantes
mantis	mantises
mantissa	mantissas
mantle	mantled
mantle	mantles
mantle	mantling
mantra	mantras
manual	manuals
manufactory	manufactories
manufacture	manufactured
manufacture	manufactures
manufacture	manufacturing
manufacturer	manufacturers
manure	manured
manure	manures
manure	manuring
manuscript	manuscripts
many	more
many	most
map	mapped
map	mapping
map	maps
maple	maples
mapper	mappers
mapping	mappings
mar	marred
mar	marring
mar	mars
marathon	marathons
marathoner	marathoners
maraud	marauded
maraud	marauding
maraud	marauds
marauder	marauders
marble	marbled
marble	marbles
marble	marbling
marbling	marblings
marc	marcs
march	marched
march	marches
march	marching
marcher	marchers
marchioness	marchionesses
march-past	march-pasts
mare	mares
mare	maria
margarine	margarines
margarita	margaritas
margin	margins
marginal	marginals
marginalise	marginalised
marginalise	marginalises
marginalise	marginalising
marginalize	marginalized
marginalize	marginalizes
marginalize	marginalizing
marigold	marigolds
marimba	marimbas
marina	marinas
marinade	marinaded
marinade	marinades
marinade	marinading
marinate	marinated
marinate	marinates
marinate	marinating
marine	marines
mariner	mariners
marionette	marionettes
marjoram	marjorams
mark	marked
mark	marking
mark	marks
mark-down	mark-downs
marker	markers
market	marketed
market	marketing
market	markets
marketeer	marketeers
marketer	marketers
marketing	marketings
marketplace	marketplaces
market-place	market-places
marking	markings
marksman	marksmen
markup	markups
mark-up	mark-ups
marlin	marlins
marmite	marmites
marmoset	marmosets
marmot	marmots
maroon	marooned
maroon	marooning
maroon	maroons
marquee	marquees
marquess	marquesses
marquis	marquises
marram	marrams
marriage	marriages
marrow	marrows
marry	married
marry	marries
marry	marrying
marsh	marshes
marshal	marshaled
marshal	marshaling
marshal	marshalled
marshal	marshalling
marshal	marshals
marshland	marshlands
marshmallow	marshmallows
marshy	marshier
marshy	marshiest
marsupial	marsupials
mart	marts
marten	martens
Martian	Martians
martin	martins
martinet	martinets
martingale	martingales
martini	martinis
martyr	martyred
martyr	martyring
martyr	martyrs
martyrdom	martyrdoms
marvel	marveled
marvel	marveling
marvel	marvelled
marvel	marvelling
marvel	marvels
Marxist	Marxists
marzipan	marzipans
masala	masalas
mascara	mascaras
mascarpone	mascarpones
mascot	mascots
masculine	masculines
masculinity	masculinities
maser	masers
mash	mashed
mash	mashes
mash	mashing
mask	masked
mask	masking
mask	masks
masker	maskers
masochist	masochists
mason	masons
masque	masques
masquerade	masqueraded
masquerade	masquerades
masquerade	masquerading
mass	massed
mass	masses
mass	massing
massacre	massacred
massacre	massacres
massacre	massacring
massage	massaged
massage	massages
massage	massaging
massager	massagers
masse	masses
masseur	masseurs
masseuse	masseuses
massif	massifs
mass-produce	mass-produced
mass-produce	mass-produces
mass-produce	mass-producing
massy	massier
mast	masted
mast	masting
mast	masts
mastectomy	mastectomies
master	mastered
master	mastering
master	masters
masterclass	masterclasses
mastermind	masterminded
mastermind	masterminding
mastermind	masterminds
masterpiece	masterpieces
masterplan	masterplans
masterstroke	masterstrokes
masterwork	masterworks
masthead	mastheads
masticate	masticated
masticate	masticates
masticate	masticating
mastiff	mastiffs
mastitis	mastitides
mastodon	mastodons
masturbate	masturbated
masturbate	masturbates
masturbate	masturbating
masturbation	masturbations
mat	mats
mat	matted
mat	matter
mat	mattest
mat	matting
matador	matadors
match	matched
match	matches
match	matching
matchbox	matchboxes
matcher	matchers
matching	matchings
matchmaker	matchmakers
matchstick	matchsticks
mate	mated
mate	mates
mate	mating
mater	maters
materia	materiae
material	materials
materialise	materialised
materialise	materialises
materialise	materialising
materialist	materialists
materialize	materialized
materialize	materializes
materialize	materializing
maternity	maternities
matey	mateyer
matey	mateyest
math	maths
mathematician	mathematicians
matinee	matinees
matinée	matinées
mating	matings
matriarch	matriarchs
matriarchy	matriarchies
matriculate	matriculated
matriculate	matriculates
matriculate	matriculating
matriculation	matriculations
matrix	matrices
matrix	matrixes
matron	matrons
matt	matter
matt	mattest
matter	mattered
matter	mattering
matter	matters
matting	mattings
mattock	mattocks
mattress	mattresses
maturation	maturations
mature	matured
mature	maturer
mature	matures
mature	maturest
mature	maturing
maturity	maturities
maty	matier
maty	matiest
maul	mauled
maul	mauling
maul	mauls
Mauritian	Mauritians
mausoleum	mausolea
mausoleum	mausoleums
mauve	mauver
mauve	mauves
mauve	mauvest
maverick	mavericks
maw	maws
max	maxed
max	maxes
max	maxing
max	maxs
maxilla	maxillae
maxilla	maxillas
maxim	maxims
maximisation	maximisations
maximise	maximised
maximise	maximises
maximise	maximising
maximization	maximizations
maximize	maximized
maximize	maximizes
maximize	maximizing
maximum	maxima
maximum	maximums
may	mayed
may	maying
may	mays
may	might
mayday	maydays
mayfly	mayflies
mayhem	mayhems
mayonnaise	mayonnaises
mayor	mayors
mayoralty	mayoralties
mayoress	mayoresses
maypole	maypoles
maze	mazes
MBE	MBEs
MC	MCs
mcg	mcgs
MCP	MCPs
MD	MDs
meadow	meadows
meal	meals
mealtime	mealtimes
mealworm	mealworms
mealy	mealier
mealy	mealiest
mealybug	mealybugs
mean	meaner
mean	meanest
mean	meaning
mean	means
mean	meant
meander	meandered
meander	meandering
meander	meanders
meanie	meanies
meaning	meanings
measle	measles
measly	measlier
measly	measliest
measure	measured
measure	measures
measure	measuring
measurement	measurements
measurer	measurers
meat	meats
meatball	meatballs
meaty	meatier
meaty	meatiest
mecca	meccas
mechanic	mechanics
mechanise	mechanised
mechanise	mechanises
mechanise	mechanising
mechanism	mechanisms
mechanize	mechanized
mechanize	mechanizes
mechanize	mechanizing
meconium	meconiums
medal	medals
medalist	medalists
medallion	medallions
medallist	medallists
meddle	meddled
meddle	meddles
meddle	meddling
meddler	meddlers
medial	medials
median	medians
mediate	mediated
mediate	mediates
mediate	mediating
mediation	mediations
mediator	mediators
medic	medics
medical	medicals
medicalise	medicalised
medicalise	medicalises
medicalise	medicalising
medicament	medicaments
medicate	medicated
medicate	medicates
medicate	medicating
medication	medications
medicinal	medicinals
medicine	medicines
medico	medicos
medievalist	medievalists
medio	medios
mediocrity	mediocrities
meditate	meditated
meditate	meditates
meditate	meditating
meditation	meditations
meditative	meditatively
meditator	meditators
medium	media
medium	mediums
medley	medleys
medulla	medullae
medulla	medullas
medulloblastoma	medulloblastomas
medulloblastoma	medulloblastomata
medusa	medusae
meek	meeker
meek	meekest
meerkat	meerkats
meet	meeting
meet	meets
meet	met
meeting	meetings
meg	megs
megabyte	megabytes
megalith	megaliths
megalomaniac	megalomaniacs
megaphone	megaphones
megapixel	megapixels
megaton	megatons
megawatt	megawatts
meiosis	meioses
melancholia	melancholias
melancholic	melancholics
melange	melanges
melanin	melanins
melanocyte	melanocytes
melanoma	melanomas
melanoma	melanomata
meld	melded
meld	melding
meld	melds
melee	melees
mellow	mellowed
mellow	mellower
mellow	mellowest
mellow	mellowing
mellow	mellows
melodrama	melodramas
melody	melodies
melon	melons
melt	melted
melt	melting
melt	melts
melt	molten
meltdown	meltdowns
member	members
membership	memberships
membrane	membranes
meme	memes
memento	mementoes
memento	mementos
memo	memos
memoir	memoirs
memorabile	memorabilia
memorandum	memoranda
memorandum	memorandums
memorial	memorials
memorialize	memorialized
memorialize	memorializes
memorialize	memorializing
memorise	memorised
memorise	memorises
memorise	memorising
memorize	memorized
memorize	memorizes
memorize	memorizing
memory	memories
memsahib	memsahibs
menace	menaced
menace	menaces
menace	menacing
menage	menages
menagerie	menageries
mend	mended
mend	mending
mend	mends
mendacity	mendacities
mendicant	mendicants
mending	mendings
menial	menials
meningioma	meningiomas
meningioma	meningiomata
meningitis	meningitides
meningococcus	meningococci
meninx	meninges
meniscus	menisci
meniscus	meniscuses
menopause	menopauses
menorrhagia	menorrhagias
menstruate	menstruated
menstruate	menstruates
menstruate	menstruating
menstruation	menstruations
mentalist	mentalists
mentality	mentalities
mentee	mentees
mention	mentioned
mention	mentioning
mention	mentions
mentor	mentored
